Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,text_final_stemmed_tokenized,polarity_score,polarity
apk sangat membantu dan bagus sekali untuk belajar odidak,apk sangat membantu dan bagus sekali untuk belajar odidak,apk sangat membantu dan bagus sekali untuk belajar odidak,apk sangat membantu dan bagus sekali untuk belajar odidak,apk sangat membantu dan bagus sekali untuk belajar odidak,"['apk', 'sangat', 'membantu', 'dan', 'bagus', 'sekali', 'untuk', 'belajar', 'odidak']","['apk', 'sangat', 'membantu', 'dan', 'bagus', 'sekali', 'untuk', 'belajar', 'odidak']","['apk', 'membantu', 'bagus', 'belajar', 'odidak']",apk membantu bagus belajar odidak,apk bantu bagus ajar odidak,"['apk', 'bantu', 'bagus', 'ajar', 'odidak']",11,positive
"Tolong diperbaiki lagi y bug"" yng ada di test JLPT dari N5-N1 smuanya memiliki bug yang sama yaitu ketika sumbit nilai secara otomatis ada soal yang terganti secara otomatis sedangkan sebelumnya saya sudah cek lagi, dimohon untuk segera dipercepat hal seperti ini, walau hal kecil jika dibiarkan tidak bagus",Tolong diperbaiki lagi y bug yng ada di test JLPT dari NN smuanya memiliki bug yang sama yaitu ketika sumbit nilai secara otomatis ada soal yang terganti secara otomatis sedangkan sebelumnya saya sudah cek lagi dimohon untuk segera dipercepat hal seperti ini walau hal kecil jika dibiarkan tidak bagus,tolong diperbaiki lagi y bug yng ada di test jlpt dari nn smuanya memiliki bug yang sama yaitu ketika sumbit nilai secara otomatis ada soal yang terganti secara otomatis sedangkan sebelumnya saya sudah cek lagi dimohon untuk segera dipercepat hal seperti ini walau hal kecil jika dibiarkan tidak bagus,tolong diperbaiki lagi y bug yng ada di test jlpt dari nn smuanya memiliki bug yang sama yaitu ketika sumbit nilai secara otomatis ada soal yang terganti secara otomatis sedangkan sebelumnya saya sudah cek lagi dimohon untuk segera dipercepat hal seperti ini walau hal kecil jika dibiarkan tidak bagus,tolong diperbaiki lagi ya bug yang ada di test jlpt dari nn smuanya memiliki bug yang sama yaitu ketika sumbit nilai secara otomatis ada soal yang terganti secara otomatis sedangkan sebelumnya saya sudah cek lagi dimohon untuk segera dipercepat hal seperti ini walau hal kecil jika dibiarkan tidak bagus,"['tolong', 'diperbaiki', 'lagi', 'ya', 'bug', 'yang', 'ada', 'di', 'test', 'jlpt', 'dari', 'nn', 'smuanya', 'memiliki', 'bug', 'yang', 'sama', 'yaitu', 'ketika', 'sumbit', 'nilai', 'secara', 'otomatis', 'ada', 'soal', 'yang', 'terganti', 'secara', 'otomatis', 'sedangkan', 'sebelumnya', 'saya', 'sudah', 'cek', 'lagi', 'dimohon', 'untuk', 'segera', 'dipercepat', 'hal', 'seperti', 'ini', 'walau', 'hal', 'kecil', 'jika', 'dibiarkan', 'tidak', 'bagus']","['tolong', 'diperbaiki', 'lagi', 'ya', 'bug', 'yang', 'ada', 'di', 'test', 'jlpt', 'dari', 'nn', 'smuanya', 'memiliki', 'bug', 'yang', 'sama', 'yaitu', 'ketika', 'sumbit', 'nilai', 'secara', 'otomatis', 'ada', 'soal', 'yang', 'terganti', 'secara', 'otomatis', 'sedangkan', 'sebelumnya', 'saya', 'sudah', 'cek', 'lagi', 'dimohon', 'untuk', 'segera', 'dipercepat', 'hal', 'seperti', 'ini', 'walau', 'hal', 'kecil', 'jika', 'dibiarkan', 'tidak', 'bagus']","['tolong', 'diperbaiki', 'bug', 'test', 'jlpt', 'nn', 'smuanya', 'memiliki', 'bug', 'sumbit', 'nilai', 'otomatis', 'terganti', 'otomatis', 'cek', 'dimohon', 'dipercepat', 'dibiarkan', 'bagus']",tolong diperbaiki bug test jlpt nn smuanya memiliki bug sumbit nilai otomatis terganti otomatis cek dimohon dipercepat dibiarkan bagus,tolong baik bug test jlpt nn smuanya milik bug sumbit nilai otomatis ganti otomatis cek mohon cepat biar bagus,"['tolong', 'baik', 'bug', 'test', 'jlpt', 'nn', 'smuanya', 'milik', 'bug', 'sumbit', 'nilai', 'otomatis', 'ganti', 'otomatis', 'cek', 'mohon', 'cepat', 'biar', 'bagus']",22,positive
Aplikasi yang sangat membantu belajar bahasa Jepang,Aplikasi yang sangat membantu belajar bahasa Jepang,aplikasi yang sangat membantu belajar bahasa jepang,aplikasi yang sangat membantu belajar bahasa jepang,aplikasi yang sangat membantu belajar bahasa jepang,"['aplikasi', 'yang', 'sangat', 'membantu', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'yang', 'sangat', 'membantu', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'membantu', 'belajar', 'bahasa', 'jepang']",aplikasi membantu belajar bahasa jepang,aplikasi bantu ajar bahasa jepang,"['aplikasi', 'bantu', 'ajar', 'bahasa', 'jepang']",15,positive
sangat membantu sekali dalam mengerjakan bahasa jepang saya sangat puas,sangat membantu sekali dalam mengerjakan bahasa jepang saya sangat puas,sangat membantu sekali dalam mengerjakan bahasa jepang saya sangat puas,sangat membantu sekali dalam mengerjakan bahasa jepang saya sangat puas,sangat membantu sekali dalam mengerjakan bahasa jepang saya sangat puas,"['sangat', 'membantu', 'sekali', 'dalam', 'mengerjakan', 'bahasa', 'jepang', 'saya', 'sangat', 'puas']","['sangat', 'membantu', 'sekali', 'dalam', 'mengerjakan', 'bahasa', 'jepang', 'saya', 'sangat', 'puas']","['membantu', 'bahasa', 'jepang', 'puas']",membantu bahasa jepang puas,bantu bahasa jepang puas,"['bantu', 'bahasa', 'jepang', 'puas']",11,positive
dapat mengetahui urutan menulis setiap kanji secara jelas.,dapat mengetahui urutan menulis setiap kanji secara jelas,dapat mengetahui urutan menulis setiap kanji secara jelas,dapat mengetahui urutan menulis setiap kanji secara jelas,dapat mengetahui urutan menulis setiap kanji secara jelas,"['dapat', 'mengetahui', 'urutan', 'menulis', 'setiap', 'kanji', 'secara', 'jelas']","['dapat', 'mengetahui', 'urutan', 'menulis', 'setiap', 'kanji', 'secara', 'jelas']","['urutan', 'menulis', 'kanji']",urutan menulis kanji,urut tulis kanji,"['urut', 'tulis', 'kanji']",3,positive
sangat berguna dan membantu buat proses belajar menulis dan menghafal kanji,sangat berguna dan membantu buat proses belajar menulis dan menghafal kanji,sangat berguna dan membantu buat proses belajar menulis dan menghafal kanji,sangat berguna dan membantu buat proses belajar menulis dan menghafal kanji,sangat berguna dan membantu buat proses belajar menulis dan menghafal kanji,"['sangat', 'berguna', 'dan', 'membantu', 'buat', 'proses', 'belajar', 'menulis', 'dan', 'menghafal', 'kanji']","['sangat', 'berguna', 'dan', 'membantu', 'buat', 'proses', 'belajar', 'menulis', 'dan', 'menghafal', 'kanji']","['berguna', 'membantu', 'proses', 'belajar', 'menulis', 'menghafal', 'kanji']",berguna membantu proses belajar menulis menghafal kanji,guna bantu proses ajar tulis hafal kanji,"['guna', 'bantu', 'proses', 'ajar', 'tulis', 'hafal', 'kanji']",12,positive
seruu tapi lumayan bosen sih,seruu tapi lumayan bosen sih,seruu tapi lumayan bosen sih,seruu lumayan bosen sih,seruu lumayan bosen sih,"['seruu', 'lumayan', 'bosen', 'sih']","['seruu', 'lumayan', 'bosen', 'sih']","['seruu', 'lumayan', 'bosen']",seruu lumayan bosen,seruu lumayan bosen,"['seruu', 'lumayan', 'bosen']",6,positive
"Halo Tim Developer Mazii, Saya mengalami beberapa masalah pada aplikasi Mazii: 1. Setelah login, aplikasi sering kembali ke tampilan awal untuk memilih bahasa, sehingga saya harus login ulang setiap kali membuka aplikasi. 2. Fitur urutan untuk menulis kanji yang sebelumnya tersedia juga tidak muncul lagi. Mohon bantuannya untuk memperbaiki masalah ini, karena fitur tersebut sangat membantu dalam pembelajaran.",Halo Tim Developer Mazii Saya mengalami beberapa masalah pada aplikasi Mazii  Setelah login aplikasi sering kembali ke tampilan awal untuk memilih bahasa sehingga saya harus login ulang setiap kali membuka aplikasi  Fitur urutan untuk menulis kanji yang sebelumnya tersedia juga tidak muncul lagi Mohon bantuannya untuk memperbaiki masalah ini karena fitur tersebut sangat membantu dalam pembelajaran,halo tim developer mazii saya mengalami beberapa masalah pada aplikasi mazii  setelah login aplikasi sering kembali ke tampilan awal untuk memilih bahasa sehingga saya harus login ulang setiap kali membuka aplikasi  fitur urutan untuk menulis kanji yang sebelumnya tersedia juga tidak muncul lagi mohon bantuannya untuk memperbaiki masalah ini karena fitur tersebut sangat membantu dalam pembelajaran,halo tim developer mazii saya mengalami beberapa masalah pada aplikasi mazii  setelah login aplikasi sering kembali ke tampilan awal untuk memilih bahasa sehingga saya harus login ulang setiap kali membuka aplikasi  fitur urutan untuk menulis kanji yang sebelumnya tersedia juga tidak muncul lagi mohon bantuannya untuk memperbaiki masalah ini karena fitur tersebut sangat membantu dalam pembelajaran,halo tim developer mazii saya mengalami beberapa masalah pada aplikasi mazii setelah login aplikasi sering kembali ke tampilan awal untuk memilih bahasa sehingga saya harus login ulang setiap kali membuka aplikasi fitur urutan untuk menulis kanji yang sebelumnya tersedia juga tidak muncul lagi mohon bantuannya untuk memperbaiki masalah ini karena fitur tersebut sangat membantu dalam pembelajaran,"['halo', 'tim', 'developer', 'mazii', 'saya', 'mengalami', 'beberapa', 'masalah', 'pada', 'aplikasi', 'mazii', 'setelah', 'login', 'aplikasi', 'sering', 'kembali', 'ke', 'tampilan', 'awal', 'untuk', 'memilih', 'bahasa', 'sehingga', 'saya', 'harus', 'login', 'ulang', 'setiap', 'kali', 'membuka', 'aplikasi', 'fitur', 'urutan', 'untuk', 'menulis', 'kanji', 'yang', 'sebelumnya', 'tersedia', 'juga', 'tidak', 'muncul', 'lagi', 'mohon', 'bantuannya', 'untuk', 'memperbaiki', 'masalah', 'ini', 'karena', 'fitur', 'tersebut', 'sangat', 'membantu', 'dalam', 'pembelajaran']","['halo', 'tim', 'developer', 'mazii', 'saya', 'mengalami', 'beberapa', 'masalah', 'pada', 'aplikasi', 'mazii', 'setelah', 'login', 'aplikasi', 'sering', 'kembali', 'ke', 'tampilan', 'awal', 'untuk', 'memilih', 'bahasa', 'sehingga', 'saya', 'harus', 'login', 'ulang', 'setiap', 'kali', 'membuka', 'aplikasi', 'fitur', 'urutan', 'untuk', 'menulis', 'kanji', 'yang', 'sebelumnya', 'tersedia', 'juga', 'tidak', 'muncul', 'lagi', 'mohon', 'bantuannya', 'untuk', 'memperbaiki', 'masalah', 'ini', 'karena', 'fitur', 'tersebut', 'sangat', 'membantu', 'dalam', 'pembelajaran']","['halo', 'tim', 'developer', 'mazii', 'mengalami', 'aplikasi', 'mazii', 'login', 'aplikasi', 'tampilan', 'memilih', 'bahasa', 'login', 'ulang', 'kali', 'membuka', 'aplikasi', 'fitur', 'urutan', 'menulis', 'kanji', 'tersedia', 'muncul', 'mohon', 'bantuannya', 'memperbaiki', 'fitur', 'membantu', 'pembelajaran']",halo tim developer mazii mengalami aplikasi mazii login aplikasi tampilan memilih bahasa login ulang kali membuka aplikasi fitur urutan menulis kanji tersedia muncul mohon bantuannya memperbaiki fitur membantu pembelajaran,halo tim developer mazi alami aplikasi mazi login aplikasi tampil pilih bahasa login ulang kali buka aplikasi fitur urut tulis kanji sedia muncul mohon bantu baik fitur bantu ajar,"['halo', 'tim', 'developer', 'mazi', 'alami', 'aplikasi', 'mazi', 'login', 'aplikasi', 'tampil', 'pilih', 'bahasa', 'login', 'ulang', 'kali', 'buka', 'aplikasi', 'fitur', 'urut', 'tulis', 'kanji', 'sedia', 'muncul', 'mohon', 'bantu', 'baik', 'fitur', 'bantu', 'ajar']",50,positive
bagus aplikasi ini untuk yang mau berangkat ke jepang,bagus aplikasi ini untuk yang mau berangkat ke jepang,bagus aplikasi ini untuk yang mau berangkat ke jepang,bagus aplikasi ini untuk yang mau berangkat ke jepang,bagus aplikasi ini untuk yang mau berangkat ke jepang,"['bagus', 'aplikasi', 'ini', 'untuk', 'yang', 'mau', 'berangkat', 'ke', 'jepang']","['bagus', 'aplikasi', 'ini', 'untuk', 'yang', 'mau', 'berangkat', 'ke', 'jepang']","['bagus', 'aplikasi', 'berangkat', 'jepang']",bagus aplikasi berangkat jepang,bagus aplikasi berangkat jepang,"['bagus', 'aplikasi', 'berangkat', 'jepang']",12,positive
"saya sudah bayar, tapi aplikasinya tidak jado premium, kenapa ini?",saya sudah bayar tapi aplikasinya tidak jado premium kenapa ini,saya sudah bayar tapi aplikasinya tidak jado premium kenapa ini,saya sudah bayar aplikasinya tidak jado premium kenapa ini,saya sudah bayar aplikasinya tidak jado premium kenapa ini,"['saya', 'sudah', 'bayar', 'aplikasinya', 'tidak', 'jado', 'premium', 'kenapa', 'ini']","['saya', 'sudah', 'bayar', 'aplikasinya', 'tidak', 'jado', 'premium', 'kenapa', 'ini']","['bayar', 'aplikasinya', 'jado', 'premium']",bayar aplikasinya jado premium,bayar aplikasi jado premium,"['bayar', 'aplikasi', 'jado', 'premium']",9,positive
"hahah aneh waktu ngerjain jlpt udah bener jawabnya, pas di cek malah di salahin ini eror apa gimana?",hahah aneh waktu ngerjain jlpt udah bener jawabnya pas di cek malah di salahin ini eror apa gimana,hahah aneh waktu ngerjain jlpt udah bener jawabnya pas di cek malah di salahin ini eror apa gimana,hahah aneh waktu ngerjain jlpt udah bener jawabnya pas di cek malah di salahin ini eror apa gimana,hahah aneh waktu ngerjain jlpt sudah benar jawabnya pas di cek bahkan di salahin ini eror apa bagaimana,"['hahah', 'aneh', 'waktu', 'ngerjain', 'jlpt', 'sudah', 'benar', 'jawabnya', 'pas', 'di', 'cek', 'bahkan', 'di', 'salahin', 'ini', 'eror', 'apa', 'bagaimana']","['hahah', 'aneh', 'waktu', 'ngerjain', 'jlpt', 'sudah', 'benar', 'jawabnya', 'pas', 'di', 'cek', 'bahkan', 'di', 'salahin', 'ini', 'eror', 'apa', 'bagaimana']","['hahah', 'aneh', 'ngerjain', 'jlpt', 'pas', 'cek', 'salahin', 'eror']",hahah aneh ngerjain jlpt pas cek salahin eror,hahah aneh ngerjain jlpt pas cek salahin eror,"['hahah', 'aneh', 'ngerjain', 'jlpt', 'pas', 'cek', 'salahin', 'eror']",4,positive
sangat baik' dan mudah di gunakan,sangat baik dan mudah di gunakan,sangat baik dan mudah di gunakan,sangat baik dan mudah di gunakan,sangat baik dan mudah di gunakan,"['sangat', 'baik', 'dan', 'mudah', 'di', 'gunakan']","['sangat', 'baik', 'dan', 'mudah', 'di', 'gunakan']","['baik', 'mudah']",baik mudah,baik mudah,"['baik', 'mudah']",2,positive
bagus sekali membantu dalam belajar,bagus sekali membantu dalam belajar,bagus sekali membantu dalam belajar,bagus sekali membantu dalam belajar,bagus sekali membantu dalam belajar,"['bagus', 'sekali', 'membantu', 'dalam', 'belajar']","['bagus', 'sekali', 'membantu', 'dalam', 'belajar']","['bagus', 'membantu', 'belajar']",bagus membantu belajar,bagus bantu ajar,"['bagus', 'bantu', 'ajar']",11,positive
"Aplikasi yang sangat bermanfaat, saya menyarankan teman-teman untuk memakai bahasa inggris saja.Karena untuk versi bahasa indonesianya masih sering salah dalam penerjemahannya karena mungkin terjemahannya hanya direct translate dari bahasa inggris ke indonesia. Saya ambil contoh seperti 右 yang artinya kanan.Karena dalam bahasa inggris berarti ""right"", dalam terjemahan indonesianya malah jadi ""benar"". Begitu saja, terimakasih.",Aplikasi yang sangat bermanfaat saya menyarankan temanteman untuk memakai bahasa inggris sajaKarena untuk versi bahasa indonesianya masih sering salah dalam penerjemahannya karena mungkin terjemahannya hanya direct translate dari bahasa inggris ke indonesia Saya ambil contoh seperti  yang artinya kananKarena dalam bahasa inggris berarti right dalam terjemahan indonesianya malah jadi benar Begitu saja terimakasih,aplikasi yang sangat bermanfaat saya menyarankan temanteman untuk memakai bahasa inggris sajakarena untuk versi bahasa indonesianya masih sering salah dalam penerjemahannya karena mungkin terjemahannya hanya direct translate dari bahasa inggris ke indonesia saya ambil contoh seperti  yang artinya kanankarena dalam bahasa inggris berarti right dalam terjemahan indonesianya malah jadi benar begitu saja terimakasih,aplikasi yang sangat bermanfaat saya menyarankan temanteman untuk memakai bahasa inggris sajakarena untuk versi bahasa indonesianya masih sering salah dalam penerjemahannya karena mungkin terjemahannya hanya direct translate dari bahasa inggris ke indonesia saya ambil contoh seperti  yang artinya kanankarena dalam bahasa inggris berarti right dalam terjemahan indonesianya malah jadi benar begitu saja terimakasih,aplikasi yang sangat bermanfaat saya menyarankan temanteman untuk memakai bahasa inggris sajakarena untuk versi bahasa indonesianya masih sering salah dalam penerjemahannya karena mungkin terjemahannya hanya direct translate dari bahasa inggris ke indonesia saya ambil contoh seperti yang artinya kanankarena dalam bahasa inggris berarti right dalam terjemahan indonesianya bahkan jadi benar begitu saja terimakasih,"['aplikasi', 'yang', 'sangat', 'bermanfaat', 'saya', 'menyarankan', 'temanteman', 'untuk', 'memakai', 'bahasa', 'inggris', 'sajakarena', 'untuk', 'versi', 'bahasa', 'indonesianya', 'masih', 'sering', 'salah', 'dalam', 'penerjemahannya', 'karena', 'mungkin', 'terjemahannya', 'hanya', 'direct', 'translate', 'dari', 'bahasa', 'inggris', 'ke', 'indonesia', 'saya', 'ambil', 'contoh', 'seperti', 'yang', 'artinya', 'kanankarena', 'dalam', 'bahasa', 'inggris', 'berarti', 'right', 'dalam', 'terjemahan', 'indonesianya', 'bahkan', 'jadi', 'benar', 'begitu', 'saja', 'terimakasih']","['aplikasi', 'yang', 'sangat', 'bermanfaat', 'saya', 'menyarankan', 'temanteman', 'untuk', 'memakai', 'bahasa', 'inggris', 'sajakarena', 'untuk', 'versi', 'bahasa', 'indonesianya', 'masih', 'sering', 'salah', 'dalam', 'penerjemahannya', 'karena', 'mungkin', 'terjemahannya', 'hanya', 'direct', 'translate', 'dari', 'bahasa', 'inggris', 'ke', 'indonesia', 'saya', 'ambil', 'contoh', 'seperti', 'yang', 'artinya', 'kanankarena', 'dalam', 'bahasa', 'inggris', 'berarti', 'right', 'dalam', 'terjemahan', 'indonesianya', 'bahkan', 'jadi', 'benar', 'begitu', 'saja', 'terimakasih']","['aplikasi', 'bermanfaat', 'menyarankan', 'temanteman', 'memakai', 'bahasa', 'inggris', 'sajakarena', 'versi', 'bahasa', 'indonesianya', 'salah', 'penerjemahannya', 'terjemahannya', 'direct', 'translate', 'bahasa', 'inggris', 'indonesia', 'ambil', 'contoh', 'kanankarena', 'bahasa', 'inggris', 'right', 'terjemahan', 'indonesianya', 'terimakasih']",aplikasi bermanfaat menyarankan temanteman memakai bahasa inggris sajakarena versi bahasa indonesianya salah penerjemahannya terjemahannya direct translate bahasa inggris indonesia ambil contoh kanankarena bahasa inggris right terjemahan indonesianya terimakasih,aplikasi manfaat saran temanteman pakai bahasa inggris sajakarena versi bahasa indonesia salah terjemah terjemah direct translate bahasa inggris indonesia ambil contoh kanankarena bahasa inggris right terjemah indonesia terimakasih,"['aplikasi', 'manfaat', 'saran', 'temanteman', 'pakai', 'bahasa', 'inggris', 'sajakarena', 'versi', 'bahasa', 'indonesia', 'salah', 'terjemah', 'terjemah', 'direct', 'translate', 'bahasa', 'inggris', 'indonesia', 'ambil', 'contoh', 'kanankarena', 'bahasa', 'inggris', 'right', 'terjemah', 'indonesia', 'terimakasih']",42,positive
App Belajar Bahasa Jepang yang Sangat Komplit dan sangat bagus untuk yang menginginkan bisa belajar Bahasa Jepang dan mengenal budaya negara Jepang,App Belajar Bahasa Jepang yang Sangat Komplit dan sangat bagus untuk yang menginginkan bisa belajar Bahasa Jepang dan mengenal budaya negara Jepang,app belajar bahasa jepang yang sangat komplit dan sangat bagus untuk yang menginginkan bisa belajar bahasa jepang dan mengenal budaya negara jepang,app belajar bahasa jepang yang sangat komplit dan sangat bagus untuk yang menginginkan bisa belajar bahasa jepang dan mengenal budaya negara jepang,app belajar bahasa jepang yang sangat komplit dan sangat bagus untuk yang menginginkan bisa belajar bahasa jepang dan mengenal budaya negara jepang,"['app', 'belajar', 'bahasa', 'jepang', 'yang', 'sangat', 'komplit', 'dan', 'sangat', 'bagus', 'untuk', 'yang', 'menginginkan', 'bisa', 'belajar', 'bahasa', 'jepang', 'dan', 'mengenal', 'budaya', 'negara', 'jepang']","['app', 'belajar', 'bahasa', 'jepang', 'yang', 'sangat', 'komplit', 'dan', 'sangat', 'bagus', 'untuk', 'yang', 'menginginkan', 'bisa', 'belajar', 'bahasa', 'jepang', 'dan', 'mengenal', 'budaya', 'negara', 'jepang']","['app', 'belajar', 'bahasa', 'jepang', 'komplit', 'bagus', 'belajar', 'bahasa', 'jepang', 'mengenal', 'budaya', 'negara', 'jepang']",app belajar bahasa jepang komplit bagus belajar bahasa jepang mengenal budaya negara jepang,app ajar bahasa jepang komplit bagus ajar bahasa jepang kenal budaya negara jepang,"['app', 'ajar', 'bahasa', 'jepang', 'komplit', 'bagus', 'ajar', 'bahasa', 'jepang', 'kenal', 'budaya', 'negara', 'jepang']",20,positive
aplikasi nya bagus mudah di pahami dan tidak berbiayya mahal saya sangat puas dengan aplikasi mazi ini,aplikasi nya bagus mudah di pahami dan tidak berbiayya mahal saya sangat puas dengan aplikasi mazi ini,aplikasi nya bagus mudah di pahami dan tidak berbiayya mahal saya sangat puas dengan aplikasi mazi ini,aplikasi nya bagus mudah di pahami dan tidak berbiayya mahal saya sangat puas dengan aplikasi mazi ini,aplikasi nya bagus mudah di pahami dan tidak berbiayya mahal saya sangat puas dengan aplikasi mazi ini,"['aplikasi', 'nya', 'bagus', 'mudah', 'di', 'pahami', 'dan', 'tidak', 'berbiayya', 'mahal', 'saya', 'sangat', 'puas', 'dengan', 'aplikasi', 'mazi', 'ini']","['aplikasi', 'nya', 'bagus', 'mudah', 'di', 'pahami', 'dan', 'tidak', 'berbiayya', 'mahal', 'saya', 'sangat', 'puas', 'dengan', 'aplikasi', 'mazi', 'ini']","['aplikasi', 'bagus', 'mudah', 'pahami', 'berbiayya', 'mahal', 'puas', 'aplikasi', 'mazi']",aplikasi bagus mudah pahami berbiayya mahal puas aplikasi mazi,aplikasi bagus mudah paham berbiayya mahal puas aplikasi mazi,"['aplikasi', 'bagus', 'mudah', 'paham', 'berbiayya', 'mahal', 'puas', 'aplikasi', 'mazi']",17,positive
"apkikasi bahasa jepang yang sangat membantu sekali, gampang mencari kanji dan artinya",apkikasi bahasa jepang yang sangat membantu sekali gampang mencari kanji dan artinya,apkikasi bahasa jepang yang sangat membantu sekali gampang mencari kanji dan artinya,apkikasi bahasa jepang yang sangat membantu sekali gampang mencari kanji dan artinya,apkikasi bahasa jepang yang sangat membantu sekali gampang mencari kanji dan artinya,"['apkikasi', 'bahasa', 'jepang', 'yang', 'sangat', 'membantu', 'sekali', 'gampang', 'mencari', 'kanji', 'dan', 'artinya']","['apkikasi', 'bahasa', 'jepang', 'yang', 'sangat', 'membantu', 'sekali', 'gampang', 'mencari', 'kanji', 'dan', 'artinya']","['apkikasi', 'bahasa', 'jepang', 'membantu', 'gampang', 'mencari', 'kanji']",apkikasi bahasa jepang membantu gampang mencari kanji,apkikasi bahasa jepang bantu gampang cari kanji,"['apkikasi', 'bahasa', 'jepang', 'bantu', 'gampang', 'cari', 'kanji']",17,positive
mazi bagus untuk dipelajari,mazi bagus untuk dipelajari,mazi bagus untuk dipelajari,mazi bagus untuk dipelajari,mazi bagus untuk dipelajari,"['mazi', 'bagus', 'untuk', 'dipelajari']","['mazi', 'bagus', 'untuk', 'dipelajari']","['mazi', 'bagus', 'dipelajari']",mazi bagus dipelajari,mazi bagus ajar,"['mazi', 'bagus', 'ajar']",7,positive
Fitur membaca koran nya udah dihapus kah? Kok tiap dibuka dialihin ke browser. Mau buka offline juga malah diarahin ke playstore,Fitur membaca koran nya udah dihapus kah Kok tiap dibuka dialihin ke browser Mau buka offline juga malah diarahin ke playstore,fitur membaca koran nya udah dihapus kah kok tiap dibuka dialihin ke browser mau buka offline juga malah diarahin ke playstore,fitur membaca koran nya udah dihapus kah kok tiap dibuka dialihin ke browser mau buka offline juga malah diarahin ke playstore,fitur membaca koran nya sudah dihapus kah kok tiap dibuka dialihin ke browser mau buka offline juga bahkan diarahin ke playstore,"['fitur', 'membaca', 'koran', 'nya', 'sudah', 'dihapus', 'kah', 'kok', 'tiap', 'dibuka', 'dialihin', 'ke', 'browser', 'mau', 'buka', 'offline', 'juga', 'bahkan', 'diarahin', 'ke', 'playstore']","['fitur', 'membaca', 'koran', 'nya', 'sudah', 'dihapus', 'kah', 'kok', 'tiap', 'dibuka', 'dialihin', 'ke', 'browser', 'mau', 'buka', 'offline', 'juga', 'bahkan', 'diarahin', 'ke', 'playstore']","['fitur', 'membaca', 'koran', 'dihapus', 'dibuka', 'dialihin', 'browser', 'buka', 'offline', 'diarahin', 'playstore']",fitur membaca koran dihapus dibuka dialihin browser buka offline diarahin playstore,fitur baca koran hapus buka dialihin browser buka offline diarahin playstore,"['fitur', 'baca', 'koran', 'hapus', 'buka', 'dialihin', 'browser', 'buka', 'offline', 'diarahin', 'playstore']",10,positive
Terimakasih atas respon cepatnya untuk peningkatan upgrade premium aplikasi mazii saya,Terimakasih atas respon cepatnya untuk peningkatan upgrade premium aplikasi mazii saya,terimakasih atas respon cepatnya untuk peningkatan upgrade premium aplikasi mazii saya,terimakasih atas respon cepatnya untuk peningkatan upgrade premium aplikasi mazii saya,terimakasih atas respon cepatnya untuk peningkatan upgrade premium aplikasi mazii saya,"['terimakasih', 'atas', 'respon', 'cepatnya', 'untuk', 'peningkatan', 'upgrade', 'premium', 'aplikasi', 'mazii', 'saya']","['terimakasih', 'atas', 'respon', 'cepatnya', 'untuk', 'peningkatan', 'upgrade', 'premium', 'aplikasi', 'mazii', 'saya']","['terimakasih', 'respon', 'cepatnya', 'peningkatan', 'upgrade', 'premium', 'aplikasi', 'mazii']",terimakasih respon cepatnya peningkatan upgrade premium aplikasi mazii,terimakasih respon cepat tingkat upgrade premium aplikasi mazi,"['terimakasih', 'respon', 'cepat', 'tingkat', 'upgrade', 'premium', 'aplikasi', 'mazi']",17,positive
aplikasi ini baguss aku berusaha biar lancar jepang dan aku nanti lulus smp pas naik ke SMA mau belajar lagii biar nambah jagoo,aplikasi ini baguss aku berusaha biar lancar jepang dan aku nanti lulus smp pas naik ke SMA mau belajar lagii biar nambah jagoo,aplikasi ini baguss aku berusaha biar lancar jepang dan aku nanti lulus smp pas naik ke sma mau belajar lagii biar nambah jagoo,aplikasi ini baguss aku berusaha biar lancar jepang dan aku nanti lulus smp pas naik ke sma mau belajar lagii biar nambah jagoo,aplikasi ini baguss aku berusaha biar lancar jepang dan aku nanti lulus smp pas naik ke sama mau belajar lagii biar nambah jagoo,"['aplikasi', 'ini', 'baguss', 'aku', 'berusaha', 'biar', 'lancar', 'jepang', 'dan', 'aku', 'nanti', 'lulus', 'smp', 'pas', 'naik', 'ke', 'sama', 'mau', 'belajar', 'lagii', 'biar', 'nambah', 'jagoo']","['aplikasi', 'ini', 'baguss', 'aku', 'berusaha', 'biar', 'lancar', 'jepang', 'dan', 'aku', 'nanti', 'lulus', 'smp', 'pas', 'naik', 'ke', 'sama', 'mau', 'belajar', 'lagii', 'biar', 'nambah', 'jagoo']","['aplikasi', 'baguss', 'berusaha', 'biar', 'lancar', 'jepang', 'lulus', 'smp', 'pas', 'belajar', 'lagii', 'biar', 'nambah', 'jagoo']",aplikasi baguss berusaha biar lancar jepang lulus smp pas belajar lagii biar nambah jagoo,aplikasi baguss usaha biar lancar jepang lulus smp pas ajar lagi biar nambah jagoo,"['aplikasi', 'baguss', 'usaha', 'biar', 'lancar', 'jepang', 'lulus', 'smp', 'pas', 'ajar', 'lagi', 'biar', 'nambah', 'jagoo']",30,positive
