Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed
kok gk ada pembelajaran bisa jadi kek messi,kok gk ada pembelajaran bisa jadi kek messi,kok gk ada pembelajaran bisa jadi kek messi,kok gk ada pembelajaran bisa jadi kek messi,kok tidak ada pembelajaran bisa jadi seperti messi,"['kok', 'tidak', 'ada', 'pembelajaran', 'bisa', 'jadi', 'seperti', 'messi']","['kok', 'tidak', 'ada', 'pembelajaran', 'bisa', 'jadi', 'seperti', 'messi']","['pembelajaran', 'messi']",pembelajaran messi,ajar messi
"aplikasi ini sangat membantu dalam latihan bahasa jepang, udh belajar kanji,kosakata sama bunpou di yt sama buku tapi bingung latihannya dimana, kebetulan ketemu iklan ni aplikasi dan pas aku cobain behhh membantu banget bisa latihan latihan soal, bintang 5 dah pokoknya 👍👍✨✨🔥🔥",aplikasi ini sangat membantu dalam latihan bahasa jepang udh belajar kanjikosakata sama bunpou di yt sama buku tapi bingung latihannya dimana kebetulan ketemu iklan ni aplikasi dan pas aku cobain behhh membantu banget bisa latihan latihan soal bintang  dah pokoknya,aplikasi ini sangat membantu dalam latihan bahasa jepang udh belajar kanjikosakata sama bunpou di yt sama buku tapi bingung latihannya dimana kebetulan ketemu iklan ni aplikasi dan pas aku cobain behhh membantu banget bisa latihan latihan soal bintang  dah pokoknya,aplikasi ini sangat membantu dalam latihan bahasa jepang udh belajar kanjikosakata sama bunpou di yt sama buku bingung latihannya dimana kebetulan ketemu iklan ni aplikasi dan pas aku cobain behhh membantu banget bisa latihan latihan soal bintang  dah pokoknya,aplikasi ini sangat membantu dalam latihan bahasa jepang sudah belajar kanjikosakata sama bunpou di yt sama buku bingung latihannya dimana kebetulan ketemu iklan ini aplikasi dan pas aku cobain behhh membantu banget bisa latihan latihan soal bintang deh pokoknya,"['aplikasi', 'ini', 'sangat', 'membantu', 'dalam', 'latihan', 'bahasa', 'jepang', 'sudah', 'belajar', 'kanjikosakata', 'sama', 'bunpou', 'di', 'yt', 'sama', 'buku', 'bingung', 'latihannya', 'dimana', 'kebetulan', 'ketemu', 'iklan', 'ini', 'aplikasi', 'dan', 'pas', 'aku', 'cobain', 'behhh', 'membantu', 'banget', 'bisa', 'latihan', 'latihan', 'soal', 'bintang', 'deh', 'pokoknya']","['aplikasi', 'ini', 'sangat', 'membantu', 'dalam', 'latihan', 'bahasa', 'jepang', 'sudah', 'belajar', 'kanjikosakata', 'sama', 'bunpou', 'di', 'yt', 'sama', 'buku', 'bingung', 'latihannya', 'dimana', 'kebetulan', 'ketemu', 'iklan', 'ini', 'aplikasi', 'dan', 'pas', 'aku', 'cobain', 'behhh', 'membantu', 'banget', 'bisa', 'latihan', 'latihan', 'soal', 'bintang', 'deh', 'pokoknya']","['aplikasi', 'membantu', 'latihan', 'bahasa', 'jepang', 'belajar', 'kanjikosakata', 'bunpou', 'yt', 'buku', 'bingung', 'latihannya', 'dimana', 'ketemu', 'iklan', 'aplikasi', 'pas', 'cobain', 'behhh', 'membantu', 'banget', 'latihan', 'latihan', 'bintang', 'deh', 'pokoknya']",aplikasi membantu latihan bahasa jepang belajar kanjikosakata bunpou yt buku bingung latihannya dimana ketemu iklan aplikasi pas cobain behhh membantu banget latihan latihan bintang deh pokoknya,aplikasi bantu latih bahasa jepang ajar kanjikosakata bunpou yt buku bingung latih mana ketemu iklan aplikasi pas cobain behhh bantu banget latih latih bintang deh pokok
baruu tau ada aplikasi begini membantu banget sih buat aku yang mau mulai lagi soal jlpt makasih. rekomendasi banget nih aplikasi,baruu tau ada aplikasi begini membantu banget sih buat aku yang mau mulai lagi soal jlpt makasih rekomendasi banget nih aplikasi,baruu tau ada aplikasi begini membantu banget sih buat aku yang mau mulai lagi soal jlpt makasih rekomendasi banget nih aplikasi,baruu tau ada aplikasi begini membantu banget sih buat aku yang mau mulai lagi soal jlpt makasih rekomendasi banget nih aplikasi,baruu tahu ada aplikasi begini membantu banget sih buat aku yang mau mulai lagi soal jlpt terima kasih rekomendasi banget ini aplikasi,"['baruu', 'tahu', 'ada', 'aplikasi', 'begini', 'membantu', 'banget', 'sih', 'buat', 'aku', 'yang', 'mau', 'mulai', 'lagi', 'soal', 'jlpt', 'terima', 'kasih', 'rekomendasi', 'banget', 'ini', 'aplikasi']","['baruu', 'tahu', 'ada', 'aplikasi', 'begini', 'membantu', 'banget', 'sih', 'buat', 'aku', 'yang', 'mau', 'mulai', 'lagi', 'soal', 'jlpt', 'terima', 'kasih', 'rekomendasi', 'banget', 'ini', 'aplikasi']","['baruu', 'aplikasi', 'membantu', 'banget', 'jlpt', 'terima', 'kasih', 'rekomendasi', 'banget', 'aplikasi']",baruu aplikasi membantu banget jlpt terima kasih rekomendasi banget aplikasi,baruu aplikasi bantu banget jlpt terima kasih rekomendasi banget aplikasi
aplikasi nya bagus👍,aplikasi nya bagus,aplikasi nya bagus,aplikasi nya bagus,aplikasi nya bagus,"['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,aplikasi bagus
migii mantap sih bisa lulus JLPT dengan mudah kalo gini. kenapa gk nemu ni aplikasi dari dulu,migii mantap sih bisa lulus JLPT dengan mudah kalo gini kenapa gk nemu ni aplikasi dari dulu,migii mantap sih bisa lulus jlpt dengan mudah kalo gini kenapa gk nemu ni aplikasi dari dulu,migii mantap sih bisa lulus jlpt dengan mudah kalo gini kenapa gk nemu ni aplikasi dari dulu,migii mantap sih bisa lulus jlpt dengan mudah kalau begini kenapa tidak nemu ini aplikasi dari dulu,"['migii', 'mantap', 'sih', 'bisa', 'lulus', 'jlpt', 'dengan', 'mudah', 'kalau', 'begini', 'kenapa', 'tidak', 'nemu', 'ini', 'aplikasi', 'dari', 'dulu']","['migii', 'mantap', 'sih', 'bisa', 'lulus', 'jlpt', 'dengan', 'mudah', 'kalau', 'begini', 'kenapa', 'tidak', 'nemu', 'ini', 'aplikasi', 'dari', 'dulu']","['migii', 'mantap', 'lulus', 'jlpt', 'mudah', 'nemu', 'aplikasi']",migii mantap lulus jlpt mudah nemu aplikasi,migii mantap lulus jlpt mudah nemu aplikasi
"enak banget ini apk bisa lah buat belajar di rumah sementara, buat nanti masuk lpk bismillah ya Allah",enak banget ini apk bisa lah buat belajar di rumah sementara buat nanti masuk lpk bismillah ya Allah,enak banget ini apk bisa lah buat belajar di rumah sementara buat nanti masuk lpk bismillah ya allah,enak banget ini apk bisa lah buat belajar di rumah sementara buat nanti masuk lpk bismillah ya allah,enak banget ini apk bisa lah buat belajar di rumah sementara buat nanti masuk lpk bismillah iya allah,"['enak', 'banget', 'ini', 'apk', 'bisa', 'lah', 'buat', 'belajar', 'di', 'rumah', 'sementara', 'buat', 'nanti', 'masuk', 'lpk', 'bismillah', 'iya', 'allah']","['enak', 'banget', 'ini', 'apk', 'bisa', 'lah', 'buat', 'belajar', 'di', 'rumah', 'sementara', 'buat', 'nanti', 'masuk', 'lpk', 'bismillah', 'iya', 'allah']","['enak', 'banget', 'apk', 'belajar', 'rumah', 'masuk', 'lpk', 'bismillah', 'allah']",enak banget apk belajar rumah masuk lpk bismillah allah,enak banget apk ajar rumah masuk lpk bismillah allah
sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']",['membantu'],membantu,bantu
"halo, ini kalo daftar premium lewat tf bank, kirim ke e-mail kan? nunggunya emang lama ya?",halo ini kalo daftar premium lewat tf bank kirim ke email kan nunggunya emang lama ya,halo ini kalo daftar premium lewat tf bank kirim ke email kan nunggunya emang lama ya,halo ini kalo daftar premium lewat tf bank kirim ke email kan nunggunya emang lama ya,halo ini kalau daftar premium lewat tf bank kirim ke email kan nunggunya memang lama iya,"['halo', 'ini', 'kalau', 'daftar', 'premium', 'lewat', 'tf', 'bank', 'kirim', 'ke', 'email', 'kan', 'nunggunya', 'memang', 'lama', 'iya']","['halo', 'ini', 'kalau', 'daftar', 'premium', 'lewat', 'tf', 'bank', 'kirim', 'ke', 'email', 'kan', 'nunggunya', 'memang', 'lama', 'iya']","['halo', 'daftar', 'premium', 'tf', 'bank', 'kirim', 'email', 'nunggunya']",halo daftar premium tf bank kirim email nunggunya,halo daftar premium tf bank kirim email nunggunya
membantu sekali,membantu sekali,membantu sekali,membantu sekali,membantu sekali,"['membantu', 'sekali']","['membantu', 'sekali']",['membantu'],membantu,bantu
aplikasinya bagus banget terutama buat lo yang mulai belajar bahasa Jepang dari nol ini sih recommended banget cooooiiiiii,aplikasinya bagus banget terutama buat lo yang mulai belajar bahasa Jepang dari nol ini sih recommended banget cooooiiiiii,aplikasinya bagus banget terutama buat lo yang mulai belajar bahasa jepang dari nol ini sih recommended banget cooooiiiiii,aplikasinya bagus banget terutama buat lo yang mulai belajar bahasa jepang dari nol ini sih recommended banget cooooiiiiii,aplikasinya bagus banget terutama buat kamu yang mulai belajar bahasa jepang dari nol ini sih recommended banget cooooiiiiii,"['aplikasinya', 'bagus', 'banget', 'terutama', 'buat', 'kamu', 'yang', 'mulai', 'belajar', 'bahasa', 'jepang', 'dari', 'nol', 'ini', 'sih', 'recommended', 'banget', 'cooooiiiiii']","['aplikasinya', 'bagus', 'banget', 'terutama', 'buat', 'kamu', 'yang', 'mulai', 'belajar', 'bahasa', 'jepang', 'dari', 'nol', 'ini', 'sih', 'recommended', 'banget', 'cooooiiiiii']","['aplikasinya', 'bagus', 'banget', 'belajar', 'bahasa', 'jepang', 'nol', 'recommended', 'banget', 'cooooiiiiii']",aplikasinya bagus banget belajar bahasa jepang nol recommended banget cooooiiiiii,aplikasi bagus banget ajar bahasa jepang nol recommended banget cooooiiiiii
membantu sekali　助かる。。。,membantu sekali　,membantu sekali　,membantu sekali,membantu sekali,"['membantu', 'sekali']","['membantu', 'sekali']",['membantu'],membantu,bantu
sangat bagus untuk belajar bahasa jepang otodidak,sangat bagus untuk belajar bahasa jepang otodidak,sangat bagus untuk belajar bahasa jepang otodidak,sangat bagus untuk belajar bahasa jepang otodidak,sangat bagus untuk belajar bahasa jepang otodidak,"['sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'jepang', 'otodidak']","['sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'jepang', 'otodidak']","['bagus', 'belajar', 'bahasa', 'jepang', 'otodidak']",bagus belajar bahasa jepang otodidak,bagus ajar bahasa jepang otodidak
Aku apk migi ini kotoba nya ku jadikan patokan utama walaupun otodidak dan gak ada niatan masuk jlpt ada yang sama gak sih🗿,Aku apk migi ini kotoba nya ku jadikan patokan utama walaupun otodidak dan gak ada niatan masuk jlpt ada yang sama gak sih,aku apk migi ini kotoba nya ku jadikan patokan utama walaupun otodidak dan gak ada niatan masuk jlpt ada yang sama gak sih,aku apk migi ini kotoba nya ku jadikan patokan utama otodidak dan gak ada niatan masuk jlpt ada yang sama gak sih,aku apk migi ini kotoba nya ku jadikan patokan utama otodidak dan tidak ada niatan masuk jlpt ada yang sama tidak sih,"['aku', 'apk', 'migi', 'ini', 'kotoba', 'nya', 'ku', 'jadikan', 'patokan', 'utama', 'otodidak', 'dan', 'tidak', 'ada', 'niatan', 'masuk', 'jlpt', 'ada', 'yang', 'sama', 'tidak', 'sih']","['aku', 'apk', 'migi', 'ini', 'kotoba', 'nya', 'ku', 'jadikan', 'patokan', 'utama', 'otodidak', 'dan', 'tidak', 'ada', 'niatan', 'masuk', 'jlpt', 'ada', 'yang', 'sama', 'tidak', 'sih']","['apk', 'migi', 'kotoba', 'jadikan', 'patokan', 'utama', 'otodidak', 'niatan', 'masuk', 'jlpt']",apk migi kotoba jadikan patokan utama otodidak niatan masuk jlpt,apk migi kotoba jadi patok utama otodidak niat masuk jlpt
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,bagus
baik,baik,baik,baik,baik,['baik'],['baik'],['baik'],baik,baik
good aplikasi,good aplikasi,good aplikasi,good aplikasi,bagus aplikasi,"['bagus', 'aplikasi']","['bagus', 'aplikasi']","['bagus', 'aplikasi']",bagus aplikasi,bagus aplikasi
baik buat pemula yang mau belajar bahasa Jepang sblum masuk LPK,baik buat pemula yang mau belajar bahasa Jepang sblum masuk LPK,baik buat pemula yang mau belajar bahasa jepang sblum masuk lpk,baik buat pemula yang mau belajar bahasa jepang sblum masuk lpk,baik buat pemula yang mau belajar bahasa jepang sblum masuk lpk,"['baik', 'buat', 'pemula', 'yang', 'mau', 'belajar', 'bahasa', 'jepang', 'sblum', 'masuk', 'lpk']","['baik', 'buat', 'pemula', 'yang', 'mau', 'belajar', 'bahasa', 'jepang', 'sblum', 'masuk', 'lpk']","['baik', 'pemula', 'belajar', 'bahasa', 'jepang', 'sblum', 'masuk', 'lpk']",baik pemula belajar bahasa jepang sblum masuk lpk,baik mula ajar bahasa jepang sblum masuk lpk
mntap sekali,mntap sekali,mntap sekali,mntap sekali,mntap sekali,"['mntap', 'sekali']","['mntap', 'sekali']",['mntap'],mntap,mntap
kakkoii,kakkoii,kakkoii,kakkoii,kakkoii,['kakkoii'],['kakkoii'],['kakkoii'],kakkoii,kakkoii
bagi saya bermanfaat utk saya ketika ingin ke Jepang,bagi saya bermanfaat utk saya ketika ingin ke Jepang,bagi saya bermanfaat utk saya ketika ingin ke jepang,bagi saya bermanfaat utk saya ketika ingin ke jepang,bagi saya bermanfaat untuk saya ketika ingin ke jepang,"['bagi', 'saya', 'bermanfaat', 'untuk', 'saya', 'ketika', 'ingin', 'ke', 'jepang']","['bagi', 'saya', 'bermanfaat', 'untuk', 'saya', 'ketika', 'ingin', 'ke', 'jepang']","['bermanfaat', 'jepang']",bermanfaat jepang,manfaat jepang
saya sudan bayar premium 3bulan tapi blm ada balesan apa2. belum terkonfirmasi kalo akun saya sudah premium,saya sudan bayar premium bulan tapi blm ada balesan apa belum terkonfirmasi kalo akun saya sudah premium,saya sudan bayar premium bulan tapi blm ada balesan apa belum terkonfirmasi kalo akun saya sudah premium,saya sudan bayar premium bulan blm ada balesan apa belum terkonfirmasi kalo akun saya sudah premium,saya sudan bayar premium bulan belum ada balesan apa belum terkonfirmasi kalau akun saya sudah premium,"['saya', 'sudan', 'bayar', 'premium', 'bulan', 'belum', 'ada', 'balesan', 'apa', 'belum', 'terkonfirmasi', 'kalau', 'akun', 'saya', 'sudah', 'premium']","['saya', 'sudan', 'bayar', 'premium', 'bulan', 'belum', 'ada', 'balesan', 'apa', 'belum', 'terkonfirmasi', 'kalau', 'akun', 'saya', 'sudah', 'premium']","['sudan', 'bayar', 'premium', 'balesan', 'terkonfirmasi', 'akun', 'premium']",sudan bayar premium balesan terkonfirmasi akun premium,sudan bayar premium balesan konfirmasi akun premium
terimakasih migi sangat amat membantu 🤍🫶,terimakasih migi sangat amat membantu,terimakasih migi sangat amat membantu,terimakasih migi sangat amat membantu,terimakasih migi sangat amat membantu,"['terimakasih', 'migi', 'sangat', 'amat', 'membantu']","['terimakasih', 'migi', 'sangat', 'amat', 'membantu']","['terimakasih', 'migi', 'membantu']",terimakasih migi membantu,terimakasih migi bantu
